specimen,load_kN,Ubar,Diagn,VSt1,VSt2,HDiagn,VDiagn,HUbar,HStack,St1,St1St2,VStack
NS-REF,273.2676,111.6405,193.1636,36.9417,25.4382,136.5873,136.5873,111.6405,248.2278,36.9417,62.3799,198.9672
NS-REF,274.1601,112.0106,193.6845,37.1967,25.4382,136.9556,136.9556,112.0106,248.9662,37.1967,62.6349,199.5905
NS-REF,274.6075,112.0106,194.1229,37.1967,25.4382,137.2656,137.2656,112.0106,249.2762,37.1967,62.6349,199.9005
NS-REF,274.5729,112.0106,194.1229,37.1967,25.4382,137.2656,137.2656,112.0106,249.2762,37.1967,62.6349,199.9005
NS-REF,274.4101,112.0106,194.1229,37.1967,25.4382,137.2656,137.2656,112.0106,249.2762,37.1967,62.6349,199.9005
NS-REF,274.8499,112.7211,194.1229,37.1967,25.4382,137.2656,137.2656,112.7211,249.9867,37.1967,62.6349,199.9005
NS-REF,275.1048,112.7211,195.0112,37.1967,25.4382,137.8938,137.8938,112.7211,250.6149,37.1967,62.6349,200.5286
NS-REF,274.9554,112.7211,195.0112,37.1967,25.4382,137.8938,137.8938,112.7211,250.6149,37.1967,62.6349,200.5286
NS-REF,274.7145,112.7211,195.0112,37.1967,25.4382,137.8938,137.8938,112.7211,250.6149,37.1967,62.6349,200.5286
NS-REF,274.9135,112.7211,195.3966,37.1967,25.4382,138.1663,138.1663,112.7211,250.8874,37.1967,62.6349,200.8011
NS-REF,275.8187,113.0930,195.3966,37.1967,25.4382,138.1663,138.1663,113.0930,251.2593,37.1967,62.6349,200.8011
NS-REF,275.6598,113.0930,195.3966,37.5540,25.4382,138.1663,138.1663,113.0930,251.2593,37.5540,62.9922,201.1585
NS-REF,275.4143,113.0930,195.8231,37.5540,25.4382,138.4679,138.4679,113.0930,251.5609,37.5540,62.9922,201.4601
NS-REF,275.2671,113.0930,195.8231,37.5540,25.4382,138.4679,138.4679,113.0930,251.5609,37.5540,62.9922,201.4601
NS-REF,275.1318,113.0930,195.8231,37.5540,25.4382,138.4679,138.4679,113.0930,251.5609,37.5540,62.9922,201.4601
NS-REF,274.9918,113.0930,195.8231,37.5540,25.4382,138.4679,138.4679,113.0930,251.5609,37.5540,62.9922,201.4601
NS-REF,276.1038,113.4675,196.3254,37.8090,25.7144,138.8230,138.8230,113.4675,252.2905,37.8090,63.5234,202.3464
NS-REF,276.3314,113.4675,196.7105,37.8090,25.9694,139.0954,139.0954,113.4675,252.5629,37.8090,63.7784,202.8737
NS-REF,276.1525,113.4675,196.7105,37.8090,25.9694,139.0954,139.0954,113.4675,252.5629,37.8090,63.7784,202.8737
NS-REF,275.9313,113.4675,196.7105,37.8090,25.9694,139.0954,139.0954,113.4675,252.5629,37.8090,63.7784,202.8737
NS-REF,275.7380,113.4675,196.7105,37.8090,25.9694,139.0954,139.0954,113.4675,252.5629,37.8090,63.7784,202.8737
NS-REF,275.5442,113.4675,196.7105,37.8090,25.9694,139.0954,139.0954,113.4675,252.5629,37.8090,63.7784,202.8737
NS-REF,275.3536,113.4675,196.7105,37.8090,25.9694,139.0954,139.0954,113.4675,252.5629,37.8090,63.7784,202.8737
NS-REF,275.2047,113.4675,197.0973,37.8090,25.9694,139.3689,139.3689,113.4675,252.8364,37.8090,63.7784,203.1472
NS-REF,275.0385,113.4675,197.0973,37.8090,25.9694,139.3689,139.3689,113.4675,252.8364,37.8090,63.7784,203.1472
NS-REF,274.9210,113.4675,197.0973,37.8090,25.9694,139.3689,139.3689,113.4675,252.8364,37.8090,63.7784,203.1472
NS-REF,275.6325,113.8144,197.6087,37.8090,25.9694,139.7304,139.7304,113.8144,253.5448,37.8090,63.7784,203.5088
NS-REF,275.6295,113.8144,197.6087,37.8090,25.9694,139.7304,139.7304,113.8144,253.5448,37.8090,63.7784,203.5088
NS-REF,275.4588,113.8144,197.6087,37.8090,25.9694,139.7304,139.7304,113.8144,253.5448,37.8090,63.7784,203.5088
NS-REF,275.3189,113.8144,197.6087,37.8090,25.9694,139.7304,139.7304,113.8144,253.5448,37.8090,63.7784,203.5088
NS-REF,275.2018,113.8144,197.6087,37.8090,25.9694,139.7304,139.7304,113.8144,253.5448,37.8090,63.7784,203.5088
NS-REF,275.1163,113.8144,198.0056,37.8090,25.9694,140.0111,140.0111,113.8144,253.8255,37.8090,63.7784,203.7895
NS-REF,274.9745,113.8144,198.0056,37.8090,25.9694,140.0111,140.0111,113.8144,253.8255,37.8090,63.7784,203.7895
NS-REF,275.2939,113.8144,198.0056,37.8090,25.9694,140.0111,140.0111,113.8144,253.8255,37.8090,63.7784,203.7895
NS-REF,275.2210,113.8144,198.0056,37.8090,25.9694,140.0111,140.0111,113.8144,253.8255,37.8090,63.7784,203.7895
NS-REF,275.0865,113.8144,198.0056,37.8090,25.9694,140.0111,140.0111,113.8144,253.8255,37.8090,63.7784,203.7895
NS-REF,274.9451,113.8144,198.0056,37.8090,25.9694,140.0111,140.0111,113.8144,253.8255,37.8090,63.7784,203.7895
NS-REF,275.9194,114.1713,198.0056,37.8090,25.9694,140.0111,140.0111,114.1713,254.1824,37.8090,63.7784,203.7895
NS-REF,275.8873,114.1713,198.0056,37.8090,25.9694,140.0111,140.0111,114.1713,254.1824,37.8090,63.7784,203.7895
NS-REF,275.7470,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.5853,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.4642,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.3344,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.2294,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.1445,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.0153,114.1713,198.4049,37.8090,25.9694,140.2935,140.2935,114.1713,254.4647,37.8090,63.7784,204.0718
NS-REF,275.2413,114.5551,198.4049,37.8090,25.9694,140.2935,140.2935,114.5551,254.8485,37.8090,63.7784,204.0718
NS-REF,275.2428,114.5551,198.4049,37.8090,25.9694,140.2935,140.2935,114.5551,254.8485,37.8090,63.7784,204.0718
NS-REF,275.1238,114.5551,198.7860,37.8090,25.9694,140.5629,140.5629,114.5551,255.1180,37.8090,63.7784,204.3413
NS-REF,275.0083,114.5551,198.7860,37.8090,25.9694,140.5629,140.5629,114.5551,255.1180,37.8090,63.7784,204.3413
NS-REF,275.9067,114.5551,198.7860,37.8090,25.9694,140.5629,140.5629,114.5551,255.1180,37.8090,63.7784,204.3413
NS-REF,276.2419,114.5551,199.2592,37.8090,25.9694,140.8975,140.8975,114.5551,255.4526,37.8090,63.7784,204.6759
NS-REF,276.0619,114.5551,199.2592,37.8090,25.9694,140.8975,140.8975,114.5551,255.4526,37.8090,63.7784,204.6759
NS-REF,275.9815,114.5551,199.2592,37.8090,25.9694,140.8975,140.8975,114.5551,255.4526,37.8090,63.7784,204.6759
NS-REF,275.8867,114.5551,199.2592,37.8090,25.9694,140.8975,140.8975,114.5551,255.4526,37.8090,63.7784,204.6759
NS-REF,275.7790,114.5551,199.2592,37.8090,25.9694,140.8975,140.8975,114.5551,255.4526,37.8090,63.7784,204.6759
NS-REF,275.6637,114.5551,199.6129,37.8090,25.9694,141.1477,141.1477,114.5551,255.7027,37.8090,63.7784,204.9260
NS-REF,275.5690,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.4653,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.3959,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.3300,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.2254,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.2896,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.4321,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.3709,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.2844,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.1861,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,275.0960,114.5551,199.1398,37.8090,25.9694,140.8131,140.8131,114.5551,255.3682,37.8090,63.7784,204.5915
NS-REF,274.9934,114.9091,199.1398,37.8090,25.9694,140.8131,140.8131,114.9091,255.7222,37.8090,63.7784,204.5915
NS-REF,275.4527,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.7432,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.6704,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.6041,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.5059,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.4114,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.3591,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.2920,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.1979,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.9180,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.8533,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.7856,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.6910,115.2804,199.9964,37.8090,25.9694,141.4188,141.4188,115.2804,256.6992,37.8090,63.7784,205.1972
NS-REF,275.6075,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.5164,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.4260,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.3697,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.3124,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.2361,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.1713,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.1168,115.2804,200.3388,37.8090,25.9694,141.6609,141.6609,115.2804,256.9413,37.8090,63.7784,205.4393
NS-REF,275.4647,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,275.3921,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,275.3033,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,275.2524,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,275.2094,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,275.1154,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,275.0488,115.6395,200.3388,37.8090,25.9694,141.6609,141.6609,115.6395,257.3004,37.8090,63.7784,205.4393
NS-REF,276.4330,115.9912,201.1814,38.1664,25.9694,142.2568,142.2568,115.9912,258.2479,38.1664,64.1357,206.3925
NS-REF,276.3437,115.9912,201.1814,38.1664,25.9694,142.2568,142.2568,115.9912,258.2479,38.1664,64.1357,206.3925
NS-REF,276.2759,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,276.2076,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,276.1195,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,276.0318,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.9795,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.9183,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.8263,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.7559,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.6868,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.6152,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.5786,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.5304,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.4739,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.3935,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.3276,115.9912,201.1814,38.1664,26.2243,142.2568,142.2568,115.9912,258.2479,38.1664,64.3907,206.6475
NS-REF,275.3029,115.9912,201.5300,38.1664,26.2243,142.5032,142.5032,115.9912,258.4944,38.1664,64.3907,206.8939
NS-REF,275.2582,115.9912,201.5300,38.1664,26.2243,142.5032,142.5032,115.9912,258.4944,38.1664,64.3907,206.8939
NS-REF,275.1883,115.9912,201.0389,38.1664,26.2243,142.1560,142.1560,115.9912,258.1472,38.1664,64.3907,206.5467
NS-REF,275.1314,115.9912,201.0389,38.1664,26.2243,142.1560,142.1560,115.9912,258.1472,38.1664,64.3907,206.5467
NS-REF,275.0594,115.9912,201.0389,38.1664,26.2243,142.1560,142.1560,115.9912,258.1472,38.1664,64.3907,206.5467
NS-REF,275.1473,115.9912,201.0389,38.1664,26.2243,142.1560,142.1560,115.9912,258.1472,38.1664,64.3907,206.5467
NS-REF,276.0974,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,276.0461,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.9565,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.8868,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.8141,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.7655,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.6909,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.6275,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.5596,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.5031,116.7358,201.5300,38.1664,26.2243,142.5032,142.5032,116.7358,259.2390,38.1664,64.3907,206.8939
NS-REF,275.4435,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.3791,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.3375,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.2853,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.2511,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.1877,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.1516,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.1099,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.0522,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.6151,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.5920,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.5524,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.5075,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.4335,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.3812,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.3167,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.2711,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.2092,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.1650,116.7358,201.8728,38.1664,26.2243,142.7456,142.7456,116.7358,259.4814,38.1664,64.3907,207.1363
NS-REF,275.1183,117.0866,201.8728,38.1664,26.2243,142.7456,142.7456,117.0866,259.8322,38.1664,64.3907,207.1363
NS-REF,275.0790,117.0866,201.8728,38.1664,26.2243,142.7456,142.7456,117.0866,259.8322,38.1664,64.3907,207.1363
NS-REF,275.0400,117.0866,201.8728,38.1664,26.2243,142.7456,142.7456,117.0866,259.8322,38.1664,64.3907,207.1363
NS-REF,276.0318,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,276.1952,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,276.1412,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,276.1067,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,276.0216,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.9743,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.9318,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.8843,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.8382,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.7792,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.7244,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.6867,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.6449,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.6023,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.5552,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.4939,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.4311,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.3982,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.3631,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.3135,117.4464,202.2430,38.1664,26.2243,143.0074,143.0074,117.4464,260.4538,38.1664,64.3907,207.3981
NS-REF,275.2671,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.2564,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.2114,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.1808,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.1463,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.0886,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.0509,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,275.0290,117.4464,202.5794,38.1664,26.2243,143.2453,143.2453,117.4464,260.6917,38.1664,64.3907,207.6360
NS-REF,274.9686,117.8336,202.5794,38.1664,26.2243,143.2453,143.2453,117.8336,261.0789,38.1664,64.3907,207.6360
NS-REF,275.1530,117.8336,202.5794,38.1664,26.2243,143.2453,143.2453,117.8336,261.0789,38.1664,64.3907,207.6360
NS-REF,275.1279,117.8336,202.5794,38.1664,26.2243,143.2453,143.2453,117.8336,261.0789,38.1664,64.3907,207.6360
NS-REF,275.1795,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.1804,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.7586,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.7288,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.6635,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.6169,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.5455,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.5094,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.4577,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.4065,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.3762,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.3411,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.2885,118.2176,202.5794,38.1664,26.2243,143.2453,143.2453,118.2176,261.4629,38.1664,64.3907,207.6360
NS-REF,275.2468,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.2111,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.1752,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.1389,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.1080,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.0714,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.0325,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,274.9943,118.2176,202.9294,37.9114,26.2243,143.4928,143.4928,118.2176,261.7103,37.9114,64.1357,207.6285
NS-REF,275.9916,118.9318,203.4313,38.1664,26.2243,143.8476,143.8476,118.9318,262.7795,38.1664,64.3907,208.2384
NS-REF,275.9487,118.9318,203.4313,38.1664,26.2243,143.8476,143.8476,118.9318,262.7795,38.1664,64.3907,208.2384
NS-REF,275.9115,118.9318,203.4313,38.1664,26.2243,143.8476,143.8476,118.9318,262.7795,38.1664,64.3907,208.2384
NS-REF,275.8491,118.9318,203.4313,38.1664,26.2243,143.8476,143.8476,118.9318,262.7795,38.1664,64.3907,208.2384
NS-REF,275.8188,118.9318,203.4313,38.1664,26.2243,143.8476,143.8476,118.9318,262.7795,38.1664,64.3907,208.2384
NS-REF,275.7763,118.9318,202.9294,37.9114,26.2243,143.4928,143.4928,118.9318,262.4246,37.9114,64.1357,207.6285
NS-REF,275.7401,118.9318,202.9294,37.9114,26.2243,143.4928,143.4928,118.9318,262.4246,37.9114,64.1357,207.6285
